ref_num,authors,year,country,site_name,geo_area,N_pair,N_pair_state,latitude,longitude,elevation,elev_raster,avg_annual_precip,precip_raster,avg_annual_temp,temp_raster,climate,aridity_index_study,aridity_category,aridity_index,crop type_study,crop_type,multiple_crops,tillage_freq_study,tillage_freq,tillage_type,residue_removal,grazed,cover_crop,inorganic_N_applied,herbicide,OM_applied,inorganic_C_applied,years_since_irrig_t1,years_since_irrig_t2,study_duration,study_duration_cat,irrig_method,irrig_methodcat,irrig_water_type,irrig_water_pH,irrig_water_bicarbonate,irrig_water_Ca,irrig_water_OC,irrig_water_N,study_scale,soil_upper_limit,soil_lower_limit,soil_sample_thickness,depth_category,depth_cat_2,BD_t1,BD_t2,BD_t1_rf,BD_t2_rf,soil_texture,soil_texture_t1,per_sand_t1,per_clay_t1,soil_texture_t2,per_sand_t2,per_clay_t2,soil_pH_t1,soil_pH_t2,total_C_n_t1,total_C_n_t2,total_C_t1,total_C_t2,total_C_sd_t1,total_C_sd_t2,total_C_st_t1,total_C_st_t2,total_C_st_sd_t1,total_C_st_sd_t2,total_C_st_t1_calc,total_C_st_t2_calc,log_total_C_rr,organic_C_n_t1,organic_C_n_t2,organic_C_t1,OC_t1_calc,organic_C_t2,OC_t2_calc,log_organic_C_rr,OC_change_rate,per_OC_change,organic_C_sd_t1,organic_C_sd_t2,organic_C_t1_cov,organic_C_t2_cov,organic_C_t1_sd_calc,organic_C_t2_sd_calc,organic_C_st_t1,organic_C_st_t2,organic_C_st_t1_calc,organic_C_st_t2_calc,organic_C_st_sd_t1,organic_C_st_sd_t2,organic_C_st_t1_cov,organic_C_st_t2_cov,organic_C_st_sd_t1_calc,organic_C_st_sd_t2_calc,log_organic_C_st_rr,OC_st_change_rate,per_OC_st_change,inorganic_C_n_t1,inorganic_C_n_t2,inorganic_C_t1,inorganic_C_t2,inorganic_C_sd_t1,inorganic_C_sd_t2,inorganic_C_sd_t1_cov,inorganic_C_sd_t2_cov,inorganic_C_sd_t1_calc,inorganic_C_sd_t2_calc,inorganic_C_st_t1,inorganic_C_st_t2,inorganic_C_st_sd_t1,inorganic_C_st_sd_t2,inorganic_C_st_t1_calc,inorganic_C_st_t2_calc,inorganic_C_st_t1_cov,inorganic_C_st_t2_cov,inorganic_C_st_t1_sd_cov,inorganic_C_st_t2_sd_cov,log_inorg_C_rr,total_N_n_t1,total_N_n_t2,total_N_t1,total_N_t2,total_N_sd_t1,total_N_sd_t2,total_N_t1_cov,total_N_t2_cov,total_N_t1_sd_calc,total_N_t2_sd_calc,total_N_st_t1,total_N_st_t2,total_N_st_sd_t1,total_N_st_sd_t2,total_N_st_t1_calc,total_N_st_t2_calc,log_total_N_rr,total_N_st_t1_cov,total_N_st_t2_cov,total_N_st_t1_sd_calc,total_N_st_t2_sd_calc
42,Undersander and Reiger,1985,USA,Etter,North America,no,,36° 02' N,102° 00' W,,1103,370,441,,13,arid,0.2118,Semi-Arid,4.7302,cereals,cereals,no,4,multiple,CT,no,no,no,yes,yes,no,no,2,15,13,medium term,sprinkler,sprinkler,fresh,,,,,,Plot,0,15,15,0-10cm,0-10cm,1.402849713,1.319684333,1.402849713,1.319684333,fine,SiCL,,,SiCL,,,,,,,,,,,,,,,,,,2,2,8.2,8.2,13.2,13.2,0.476082675,0.384615385,60.97560976,1,1,0.12195122,0.075757576,0.7748508,1.11249532,17.25505147,26.12974979,17.25505147,26.12974979,1.622751315,1.45902155,,,1.622751315,1.45902155,0.414969565,0.682669102,51.43246509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Undersander and Reiger,1985,USA,Etter,North America,no,,36° 02' N,102° 00' W,,1103,370,441,,13,arid,0.2118,Semi-Arid,4.7302,cereals,cereals,no,4,multiple,CT,no,no,no,yes,yes,no,no,2,15,13,medium term,sprinkler,sprinkler,fresh,,,,,,Plot,15,30,15,20-30cm,20-30cm,1.406951437,1.339185,1.406951437,1.339185,fine,SiCL,,,SiCL,,,,,,,,,,,,,,,,,,2,2,7.01,7.01,6.96,6.96,-0.007158227,-0.003846154,-0.713266762,1,1,0.142653352,0.143678161,0.66240294,0.586588442,14.79409436,13.9810914,14.79409436,13.9810914,1.391310604,0.780670072,,,1.391310604,0.780670072,-0.056522269,-0.062538689,-5.495456094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Wang et al.,2014,China,Yangling,Asia,no,,34° 18' N,108° 04' E,525,509,600,651,13,13,temperate,0.5243,Dry sub-humid,1.9124,cereals,cereals,no,,,CT,yes,no,no,yes,,no,no,0,8,8,medium term,flood,floodfurr,fresh,,,,,,Plot,0,20,20,0-10cm,0-10cm,1.21,1.21,1.23695977,1.277363,,,,,,,,8.25,8.25,,,,,,,,,,,,,,4,4,8,8,8.06,8.06,0.007472015,0.0075,0.75,0.75,0.66376518,,,0.755952,0.679296385,19.36,19.5052,19.36,19.5052,1.8207112,1.089122834,,,1.8207112,1.089122834,0.007472015,0.01815,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Xing et al.,2012,Canada,Fredericton,North America,no,,45° 55' N,66° 36' W,,23,,1142,,13,,1.2644,Humid,0.7872,vegetables,horticulture,no,,,,,,no,yes,,no,,1,3,2,short term,drippers,drippers,fresh,,,,,,Plot,0,30,30,10-20cm,10-20cm,1.8,1.8,1.647670115,1.654385667,medium,L,52,11,L,52,11,6.4,6.4,,,,,,,,,,,,,,4,4,1.652,1.652,1.548,1.548,-0.0650229,-0.052,-6.295399516,0.075,0.045,0.045399516,0.029069767,0.156104088,0.13046536,8.9208,8.3592,8.9208,8.3592,0.838956636,0.466757357,,,0.838956636,0.466757357,-0.0650229,-0.2808,-6.295399516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Xu et al.,2010,USA,Palmdale,North America,no,,34° 37' N,118° 02' W,,774,,178,,16.2,semiarid,0.072,Arid,13.4045,mixed,cereals,yes,,,,,,yes,no,,yes,no,3,20,17,long term,sprinklers,sprinkler,waste,4.85,,,,,Plot,0,10,10,0-10cm,0-10cm,1.461586,1.464557,1.461586,1.464557,coarse,LS,,,LS,,,6.8,6.2,,,,,,,,,,,,,,3,3,4.7,4.7,8.8,8.8,0.627189213,0.241176471,87.23404255,0.4,0.4,0.085106,0.045455,0.4441218,0.741663547,6.8694542,12.8881016,6.8694542,12.8881016,0.64603782,0.719640185,,,0.64603782,0.719640185,0.629219873,0.354038082,87.61463756,3,3,0.19,0.61,0.1,0.2,0.526316,0.327869,0.112449,0.217841,,,,,0.277701,0.89338,,,,,1.166434885,,,,,,,,,,,,,,,,,,,,,
45,Xu et al.,2010,USA,Palmdale,North America,no,,34° 37' N,118° 02' W,,774,,178,,16.2,semiarid,0.072,Arid,13.4045,mixed,cereals,yes,,,,,,yes,no,,yes,no,3,20,17,long term,sprinklers,sprinkler,waste,4.85,,,,,Plot,10,20,10,10-20cm,10-20cm,1.460943,1.469442,1.460943,1.469442,coarse,LS,,,LS,,,6.9,6.1,,,,,,,,,,,,,,3,3,3.2,3.2,5.6,5.6,0.559615788,0.141176471,75,0.3,0.4,0.09375,0.071429,0.3023808,0.471967712,4.6750176,8.2288752,4.6750176,8.2288752,0.43966203,0.459480337,,,0.43966203,0.459480337,0.565416407,0.209050447,76.0180582,3,3,0.13,0.45,0.041,0.1,0.315385,0.222222,0.076939,0.160702,,,,,0.189923,0.661249,,,,,1.241713132,,,,,,,,,,,,,,,,,,,,,
45,Xu et al.,2010,USA,Palmdale,North America,no,,34° 37' N,118° 02' W,,774,,178,,16.2,semiarid,0.072,Arid,13.4045,mixed,cereals,yes,,,,,,yes,no,,yes,no,3,20,17,long term,sprinklers,sprinkler,waste,4.85,,,,,Plot,20,30,10,20-30cm,20-30cm,1.454238,1.446248,1.454238,1.446248,coarse,LS,,,LS,,,6.9,5.8,,,,,,,,,,,,,,3,3,2.4,2.4,4.1,4.1,0.535518236,0.1,70.83333333,1,0.8,0.416667,0.195122,0.2267856,0.345547789,3.4901712,5.9296168,3.4901712,5.9296168,0.328233151,0.331095352,,,0.328233151,0.331095352,0.530008801,0.1434968,69.89472608,3,3,0.007,0.2,0.021,0.1,3,0.5,0.004143,0.071423,,,,,0.01018,0.28925,,,,,3.352407217,,,,,,,,,,,,,,,,,,,,,
45,Xu et al.,2010,USA,Palmdale,North America,no,,34° 37' N,118° 02' W,,774,,178,,16.2,semiarid,0.072,Arid,13.4045,mixed,cereals,yes,,,,,,yes,no,,yes,no,3,20,17,long term,sprinklers,sprinkler,waste,4.85,,,,,Plot,30,40,10,30-40cm,30+cm,1.4644865,1.472733875,1.4644865,1.472733875,coarse,LS,,,LS,,,6.7625,5.4125,,,,,,,,,,,,,,3,3,1.3375,1.3375,2.0375,2.0375,0.420921366,0.041176471,52.3364486,0.475,0.4625,0.095238,0.075,0.126385725,0.171720395,1.958750694,3.00069527,1.958750694,3.00069527,0.184210709,0.167551511,,,0.184210709,0.167551511,0.42653715,0.061290857,53.19434372,3,3,0.0275,0.081625,0.031875,0.0425,4.714286,0.294118,0.016275375,0.029149375,,,,,0.078735375,0.223367375,,,,,1.087949583,,,,,,,,,,,,,,,,,,,,,
46,Alidoust et al.,2018,Iran,Lordegan,Middle East,no,,31° 23' N,50° 56' E,2310,3199,650,300,14.9,8.5,subtropical,0.18,Arid,5.5633,wheat and alfalfa,cereals,yes,,,CT,,,no,,,,,0,26,26,long term,flood,floodfurr,fresh,,,,,,Farm,0,5,5,0-10cm,0-10cm,1.404695115,1.328032778,1.404695115,1.328032778,fine,,,35,,,35,,,,,,,,,,,,,,,,17,17,14.77426177,14.77426177,15.62712433,15.62712433,0.056121546,0.032802406,5.772623859,1.385087041,1.28694057,,,1.396079092,1.317053234,10.37666667,10.37666667,10.37666667,10.37666667,0.975873617,0.579407779,,,0.975873617,0.579407779,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Alidoust et al.,2018,Iran,Lordegan,Middle East,no,,31° 23' N,50° 56' E,2310,3199,650,300,14.9,8.5,subtropical,0.18,Arid,5.5633,wheat and alfalfa,cereals,yes,,,CT,,,no,,,,,0,26,26,long term,flood,floodfurr,fresh,,,,,,Farm,15,30,15,20-30cm,20-30cm,1.415457759,1.394855833,1.415457759,1.394855833,fine,,,35,,,35,,,,,,,,,,,,,,,,17,17,8.543761378,8.543761378,8.669952154,8.669952154,0.014661919,0.004853491,1.476993214,0.800977629,0.71399657,,,0.807334188,0.730703121,18.14,18.14,18.14,18.14,1.7059763,1.012893393,,,1.7059763,1.012893393,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Ma et al.,2018,China,"Jingtai County, Gansu Province",Asia,no,,37° 13' N,103° 51' E,1565,1884,185,218,8.6,7.4,arid,0.1507,Arid,6.5046,Wolfberry,woody crops,no,,,RT,no,,no,yes,,yes,,0,11,11,medium term,sprinklers,sprinkler,fresh,,,,,,Plot,0,100,100,40-50cm,30+cm,1.32,1.33,1.327197126,1.307553167,,,,,,,,,,,,,,,,,,,,,,,3,3,6.33,6.33,9.55,9.55,0.411240918,0.292727273,50.86887836,1.31,0.5,0.206951027,0.052356021,0.59814702,0.804873508,83.556,127.015,83.556,127.015,7.85802402,7.092208064,,,7.85802402,7.092208064,0.418788124,3.950818182,52.01182441,,,,,,,,,,,,,,,,,,,,,,3,3,0.76,1.07,0.12,0.38,0.157894737,0.355140187,0.121860465,0.256068376,,,,,10.08669816,13.99081889,0.342095494,,,1.26083727,1.998688412
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
